日期,尖峰負載(MW),淨尖峰供電能力(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),isHoliday,isHoliday(Next7),Week
2017-10-25,29244,32300.0,3056.0,10.45,327.61400000000003,300.72900000000004,0,0,2.0
2017-10-26,29286,32070.0,2784.0,9.51,327.413,300.543,0,0,3.0
2017-10-27,28805,31101.0,2296.0,7.97,323.869,297.29,0,0,4.0
2017-10-28,25555,27861.0,2306.0,9.02,296.494,272.163,1,1,5.0
2017-10-29,24209,27817.0,3608.0,14.91,275.541,252.929,1,1,6.0
2017-10-30,28206,30799.0,2593.0,9.19,308.63,283.303,0,0,0.0
2017-10-31,28541,31166.0,2625.0,9.2,317.362,291.317,0,0,1.0
2017-11-01,29266,31274.0,2008.0,6.86,346.25699999999995,298.14799999999997,0,0,2.0
2017-11-02,30135,32208.0,2073.0,6.88,355.227,305.872,0,0,3.0
2017-11-03,29257,32349.0,3092.0,10.57,350.751,302.018,0,0,4.0
2017-11-04,25602,28104.0,2502.0,9.77,315.945,272.048,1,1,5.0
2017-11-05,24623,26699.0,2076.0,8.43,295.95,254.83,1,1,6.0
2017-11-06,29620,32275.0,2655.0,8.96,341.356,293.928,0,0,0.0
2017-11-07,30666,32589.0,1923.0,6.27,360.974,310.82099999999997,0,0,1.0
2017-11-08,29840,32505.0,2665.0,8.93,357.485,307.816,0,0,2.0
2017-11-09,30266,32474.0,2208.0,7.3,358.912,309.04400000000004,0,0,3.0
2017-11-10,30592,32500.0,1908.0,6.24,362.76300000000003,312.361,0,0,4.0
2017-11-11,26422,28410.0,1988.0,7.52,326.375,281.028,1,1,5.0
2017-11-12,25166,26785.0,1619.0,6.43,301.848,259.91,1,1,6.0
2017-11-13,29653,32449.0,2796.0,9.43,344.265,296.433,0,0,0.0
2017-11-14,29969,32558.0,2589.0,8.64,357.181,307.555,0,0,1.0
2017-11-15,29784,32415.0,2631.0,8.84,356.865,307.282,0,0,2.0
2017-11-16,30463,32912.0,2449.0,8.04,361.80699999999996,311.538,0,0,3.0
2017-11-17,30555,32806.0,2251.0,7.37,362.079,311.772,0,0,4.0
2017-11-18,26189,28683.0,2494.0,9.52,325.714,280.46,1,1,5.0
2017-11-19,24644,26802.0,2158.0,8.76,296.278,255.114,1,1,6.0
2017-11-20,28771,31083.0,2312.0,8.04,335.67199999999997,289.033,0,0,0.0
2017-11-21,29432,30933.0,1501.0,5.1,347.629,299.329,0,0,1.0
2017-11-22,28955,31461.0,2506.0,8.66,347.125,298.89599999999996,0,0,2.0
2017-11-23,28469,31514.0,3045.0,10.7,338.884,291.8,0,0,3.0
2017-11-24,28326,31344.0,3018.0,10.66,335.972,289.293,0,0,4.0
2017-11-25,25668,28322.0,2654.0,10.34,312.964,269.481,1,1,5.0
2017-11-26,24769,27557.0,2788.0,11.25,296.755,255.524,1,1,6.0
2017-11-27,28917,31142.0,2225.0,7.69,334.102,287.682,0,0,0.0
2017-11-28,29698,31207.0,1509.0,5.08,349.99,301.363,0,0,1.0
2017-11-29,29530,31334.0,1804.0,6.11,352.36199999999997,303.404,0,0,2.0
2017-11-30,29186,31783.0,2597.0,8.9,348.657,300.215,0,0,3.0
2017-12-01,28525,31041.0,2516.0,8.82,343.36400000000003,242.75799999999998,0,0,4.0
2017-12-02,25628,28665.0,3037.0,11.85,315.931,223.363,1,1,5.0
2017-12-03,24512,27600.0,3088.0,12.6,297.004,209.982,1,1,6.0
2017-12-04,28274,31058.0,2784.0,9.85,331.657,234.481,0,0,0.0
2017-12-05,28243,30483.0,2240.0,7.93,337.694,238.75,0,0,1.0
2017-12-06,28455,30509.0,2054.0,7.22,339.32,239.899,0,0,2.0
2017-12-07,28625,30597.0,1972.0,6.89,342.167,241.912,0,0,3.0
2017-12-08,27863,30548.0,2685.0,9.64,338.619,239.403,0,0,4.0
2017-12-09,25500,27748.0,2248.0,8.81,312.374,220.84900000000002,1,1,5.0
2017-12-10,24230,26390.0,2160.0,8.91,292.60400000000004,206.87099999999998,1,1,6.0
2017-12-11,27706,30349.0,2643.0,9.54,327.19,231.32299999999998,0,0,0.0
2017-12-12,28558,31076.0,2518.0,8.82,340.69699999999995,240.872,0,0,1.0
2017-12-13,28433,31113.0,2680.0,9.43,342.499,242.14700000000002,0,0,2.0
2017-12-14,28558,30682.0,2124.0,7.44,341.965,241.77,0,0,3.0
2017-12-15,28405,30435.0,2030.0,7.14,342.69599999999997,242.28599999999997,0,0,4.0
2017-12-16,25515,28044.0,2529.0,9.91,316.616,223.84799999999998,1,1,5.0
2017-12-17,24444,26747.0,2303.0,9.42,295.842,209.16,1,1,6.0
2017-12-18,28210,30695.0,2485.0,8.81,332.083,234.783,0,0,0.0
2017-12-19,28665,30886.0,2221.0,7.75,343.472,242.835,0,0,1.0
2017-12-20,28082,30709.0,2627.0,9.35,341.1,241.157,0,0,2.0
2017-12-21,28219,30796.0,2577.0,9.13,340.14300000000003,240.481,0,0,3.0
2017-12-22,27748,30376.0,2628.0,9.47,338.526,239.338,0,0,4.0
2017-12-23,25193,27899.0,2706.0,10.74,313.562,221.68900000000002,1,1,5.0
2017-12-24,24260,27219.0,2959.0,12.2,294.312,208.079,1,1,6.0
2017-12-25,27939,30394.0,2455.0,8.79,328.296,232.106,0,1,0.0
2017-12-26,28461,30723.0,2262.0,7.95,339.37,239.93400000000003,0,0,1.0
2017-12-27,28022,30500.0,2478.0,8.84,337.816,238.83599999999998,0,0,2.0
2017-12-28,28229,30583.0,2354.0,8.34,337.879,238.88099999999997,0,0,3.0
2017-12-29,27369,30204.0,2835.0,10.36,332.959,235.40200000000002,0,0,4.0
2017-12-30,24718,28107.0,3389.0,13.71,304.18,215.05599999999998,1,1,5.0
2017-12-31,23319,25563.0,2244.0,9.62,282.69,199.862,1,1,6.0
2018-01-01,23638,25708.0,2070.0,8.76,279.707,189.179,1,0,0.0
2018-01-02,27816,29536.0,1720.0,6.18,321.468,217.423,0,0,1.0
2018-01-03,28253,30132.0,1879.0,6.65,334.264,226.077,0,0,2.0
2018-01-04,28757,30716.0,1959.0,6.81,337.945,228.567,0,0,3.0
2018-01-05,28260,30401.0,2141.0,7.58,337.418,228.21099999999998,0,0,4.0
2018-01-06,26062,27842.0,1780.0,6.83,314.58,212.765,1,1,5.0
2018-01-07,25011,26516.0,1505.0,6.02,297.867,201.46,1,1,6.0
2018-01-08,28801,30068.0,1267.0,4.4,334.839,226.46599999999998,0,0,0.0
2018-01-09,28910,30767.0,1857.0,6.42,342.04,231.33700000000002,0,0,1.0
2018-01-10,28410,30269.0,1859.0,6.54,338.775,229.128,0,0,2.0
2018-01-11,28583,30360.0,1777.0,6.22,340.962,230.608,0,0,3.0
2018-01-12,28093,29838.0,1745.0,6.21,338.708,229.083,0,0,4.0
2018-01-13,25694,27702.0,2008.0,7.82,313.72900000000004,212.18900000000002,1,1,5.0
2018-01-14,24705,26597.0,1892.0,7.66,292.26599999999996,197.672,1,1,6.0
2018-01-15,28269,29976.0,1707.0,6.04,328.531,222.2,0,0,0.0
2018-01-16,28285,29701.0,1416.0,5.01,337.009,227.935,0,0,1.0
2018-01-17,28340,29996.0,1656.0,5.84,338.64599999999996,229.041,0,0,2.0
2018-01-18,29076,30893.0,1817.0,6.25,343.10400000000004,232.05599999999998,0,0,3.0
2018-01-19,28467,30341.0,1874.0,6.58,342.217,231.456,0,0,4.0
2018-01-20,25883,27804.0,1921.0,7.42,316.158,213.831,1,1,5.0
2018-01-21,24695,26617.0,1922.0,7.78,296.066,200.24200000000002,1,1,6.0
2018-01-22,28264,30267.0,2003.0,7.09,329.89099999999996,223.12,0,0,0.0
2018-01-23,28381,30520.0,2139.0,7.54,337.478,228.252,0,0,1.0
2018-01-24,28228,29989.0,1761.0,6.24,337.327,228.15,0,0,2.0
2018-01-25,28352,30137.0,1785.0,6.3,339.045,229.312,0,0,3.0
2018-01-26,27537,29638.0,2101.0,7.63,334.841,226.468,0,0,4.0
2018-01-27,25383,27239.0,1856.0,7.31,310.65,210.107,1,1,5.0
2018-01-28,24535,26727.0,2192.0,8.93,293.95599999999996,198.815,1,1,6.0
2018-01-29,28397,30220.0,1823.0,6.42,329.379,222.773,0,0,0.0
2018-01-30,28606,30377.0,1771.0,6.19,341.17,230.74900000000002,0,0,1.0
2018-01-31,28364,30805.0,2441.0,8.61,339.434,229.575,0,0,2.0
2018-02-01,28521,30717.0,2196.0,7.7,333.39099999999996,243.377,0,0,3.0
2018-02-02,28202,30181.0,1979.0,7.02,334.54,244.21599999999998,0,0,4.0
2018-02-03,26353,27968.0,1615.0,6.13,315.291,230.16400000000002,1,1,5.0
2018-02-04,26273,27855.0,1582.0,6.02,301.55400000000003,220.136,1,1,6.0
2018-02-05,29059,30535.0,1476.0,5.08,336.218,245.44099999999997,0,0,0.0
2018-02-06,28510,30425.0,1915.0,6.72,340.349,248.457,0,0,1.0
2018-02-07,28889,30352.0,1463.0,5.06,343.68800000000005,250.894,0,0,2.0
2018-02-08,28436,30108.0,1672.0,5.88,340.67400000000004,248.69400000000002,0,1,3.0
2018-02-09,28302,30303.0,2001.0,7.07,336.194,245.423,0,1,4.0
2018-02-10,26015,28719.0,2704.0,10.39,315.4,230.243,1,1,5.0
2018-02-11,25349,27426.0,2077.0,8.19,297.184,216.946,1,1,6.0
2018-02-12,27324,29795.0,2471.0,9.04,319.19,233.011,0,1,0.0
2018-02-13,26300,28283.0,1983.0,7.54,315.526,230.335,0,1,1.0
2018-02-14,23482,25864.0,2382.0,10.14,287.615,209.96,0,0,2.0
2018-02-15,20979,23401.0,2422.0,11.54,251.81599999999997,183.827,1,0,3.0
2018-02-16,20759,23221.0,2462.0,11.86,240.98,175.917,1,0,4.0
2018-02-17,20282,22981.0,2699.0,13.31,239.08599999999998,174.53400000000002,1,1,5.0
2018-02-18,20987,23094.0,2107.0,10.04,242.94400000000002,177.35,1,1,6.0
2018-02-19,22071,23665.0,1594.0,7.22,254.426,185.733,1,0,0.0
2018-02-20,23261,25134.0,1873.0,8.05,266.617,194.63099999999997,1,0,1.0
2018-02-21,26510,28111.0,1601.0,6.04,302.92400000000004,221.136,0,1,2.0
2018-02-22,27283,28560.0,1277.0,4.68,318.767,232.701,0,0,3.0
2018-02-23,27093,29169.0,2076.0,7.66,319.70099999999996,233.38299999999998,0,0,4.0
2018-02-24,25317,27642.0,2325.0,9.18,302.296,220.67700000000002,1,1,5.0
2018-02-25,24690,26963.0,2273.0,9.21,288.796,210.822,1,1,6.0
2018-02-26,27435,29606.0,2171.0,7.91,316.122,230.771,0,0,0.0
2018-02-27,27818,29498.0,1680.0,6.04,327.07099999999997,238.764,0,0,1.0
2018-02-28,26394,28077.0,1683.0,6.38,312.455,228.09400000000002,1,0,2.0
2018-03-01,28372,30211.0,1839.0,6.48,338.639,230.015,0,0,3.0
2018-03-02,28143,30169.0,2026.0,7.2,343.1,233.045,0,0,4.0
2018-03-03,26052,27936.0,1884.0,7.23,320.965,218.01,1,1,5.0
2018-03-04,25431,27163.0,1732.0,6.81,306.056,207.88400000000001,1,1,6.0
2018-03-05,29460,30489.0,1029.0,3.49,348.50800000000004,236.71900000000002,0,0,0.0
2018-03-06,27989,29729.0,1740.0,6.22,343.751,233.487,0,0,1.0
2018-03-07,28469,29746.0,1277.0,4.49,345.499,234.675,0,0,2.0
2018-03-08,27944,29829.0,1885.0,6.75,342.52099999999996,232.65200000000002,0,0,3.0
2018-03-09,27617,29527.0,1910.0,6.92,337.21,229.045,0,0,4.0
2018-03-10,24946,26680.0,1734.0,6.95,310.026,210.581,1,1,5.0
2018-03-11,24245,25934.0,1689.0,6.97,291.992,198.332,1,1,6.0
2018-03-12,27935,29698.0,1763.0,6.31,329.212,223.612,0,0,0.0
2018-03-13,28418,30329.0,1911.0,6.72,340.495,231.27700000000002,0,0,1.0
2018-03-14,28536,30517.0,1981.0,6.94,344.48800000000006,233.989,0,0,2.0
2018-03-15,28941,30915.0,1974.0,6.82,348.19699999999995,236.507,0,0,3.0
2018-03-16,28620,30617.0,1997.0,6.98,347.496,236.03099999999998,0,0,4.0
2018-03-17,25794,27594.0,1800.0,6.98,319.111,216.752,1,1,5.0
2018-03-18,24808,26377.0,1569.0,6.33,300.64599999999996,204.21,1,1,6.0
2018-03-19,29102,30763.0,1661.0,5.7,342.50699999999995,232.642,0,0,0.0
2018-03-20,28823,30811.0,1988.0,6.9,350.86300000000006,238.31799999999998,0,0,1.0
2018-03-21,27699,29622.0,1923.0,6.94,338.01199999999994,229.58900000000003,0,0,2.0
2018-03-22,27982,29913.0,1931.0,6.9,336.485,228.55200000000002,0,0,3.0
2018-03-23,27642,29539.0,1897.0,6.86,335.959,228.196,0,0,4.0
2018-03-24,25149,26882.0,1733.0,6.89,310.783,211.09400000000002,1,0,5.0
2018-03-25,24573,26288.0,1715.0,6.98,295.048,200.407,1,1,6.0
2018-03-26,28383,30181.0,1798.0,6.34,334.585,227.262,0,0,0.0
2018-03-27,28602,30599.0,1997.0,6.98,346.18800000000005,235.143,0,0,1.0
2018-03-28,28752,30747.0,1995.0,6.94,348.55199999999996,236.74900000000002,0,1,2.0
2018-03-29,28983,30773.0,1790.0,6.18,351.55800000000005,238.79,0,1,3.0
2018-03-30,28897,30797.0,1900.0,6.57,349.536,237.417,0,1,4.0
2018-03-31,27845,29785.0,1940.0,6.97,340.3,231.143,0,1,5.0
2018-04-01,25072,26805.0,1733.0,6.91,301.272,210.597,1,1,6.0
2018-04-02,29047,30941.0,1894.0,6.52,340.082,237.727,0,0,0.0
2018-04-03,29267,31154.0,1887.0,6.45,348.13800000000003,243.358,0,0,1.0
2018-04-04,26121,27716.0,1595.0,6.11,317.561,221.985,1,0,2.0
2018-04-05,24981,26725.0,1744.0,6.98,300.70099999999996,210.19799999999998,1,0,3.0
2018-04-06,24450,26158.0,1708.0,6.99,299.055,209.048,1,0,4.0
2018-04-07,23940,25609.0,1669.0,6.97,288.839,201.90599999999998,1,1,5.0
2018-04-08,23895,25549.0,1654.0,6.92,281.561,196.81900000000002,1,1,6.0
2018-04-09,28232,30202.0,1970.0,6.98,325.42400000000004,227.48,0,0,0.0
2018-04-10,28728,30727.0,1999.0,6.96,340.376,237.93200000000002,0,0,1.0
2018-04-11,30193,31919.0,1726.0,5.72,353.67,247.226,0,0,2.0
2018-04-12,30645,32244.0,1599.0,5.22,363.582,254.15400000000002,0,0,3.0
2018-04-13,31068,32838.0,1770.0,5.7,367.58099999999996,256.949,0,0,4.0
2018-04-14,27721,29530.0,1809.0,6.53,344.904,241.09799999999998,1,1,5.0
2018-04-15,24630,26249.0,1619.0,6.57,305.745,213.72400000000002,1,1,6.0
2018-04-16,28365,30283.0,1918.0,6.76,332.00699999999995,232.082,0,0,0.0
2018-04-17,28399,30377.0,1978.0,6.97,339.87800000000004,237.584,0,0,1.0
2018-04-18,28521,30394.0,1873.0,6.57,341.485,238.708,0,0,2.0
2018-04-19,29442,31398.0,1956.0,6.65,350.038,244.68599999999998,0,0,3.0
2018-04-20,29380,31370.0,1990.0,6.77,350.586,245.07,0,0,4.0
2018-04-21,26962,28822.0,1860.0,6.9,328.608,229.706,1,1,5.0
2018-04-22,26356,27981.0,1625.0,6.17,314.343,219.735,1,1,6.0
2018-04-23,31487,33016.0,1529.0,4.86,364.944,255.107,0,0,0.0
2018-04-24,31110,32818.0,1708.0,5.49,368.681,257.718,0,1,1.0
2018-04-25,29570,31619.0,2049.0,6.93,353.394,247.033,0,0,2.0
2018-04-26,29944,32008.0,2064.0,6.89,356.264,249.03799999999998,0,0,3.0
2018-04-27,30356,32443.0,2087.0,6.87,358.77099999999996,250.791,0,0,4.0
2018-04-28,26835,28710.0,1875.0,6.99,331.936,232.032,1,1,5.0
2018-04-29,26074,27862.0,1788.0,6.85,314.553,219.882,1,1,6.0
2018-04-30,30086,32159.0,2073.0,6.89,353.337,246.99200000000002,0,0,0.0
2018-05-01,28665,30453.0,1788.0,6.24,317.89,223.62900000000002,1,0,1.0
2018-05-02,32351,33931.0,1580.0,4.88,347.624,244.547,0,0,2.0
2018-05-03,30659,32791.0,2132.0,6.95,337.957,237.74599999999998,0,0,3.0
2018-05-04,30638,32728.0,2090.0,6.82,333.49,234.60299999999998,0,0,4.0
2018-05-05,27477,29339.0,1862.0,6.78,312.52,219.852,1,1,5.0
2018-05-06,27517,29436.0,1919.0,6.97,302.099,212.52,1,1,6.0
2018-05-07,32762,34568.0,1806.0,5.51,351.12800000000004,247.012,0,0,0.0
2018-05-08,31729,33882.0,2153.0,6.78,347.63199999999995,244.55200000000002,0,0,1.0
2018-05-09,30104,32204.0,2100.0,6.98,332.656,234.016,0,0,2.0
2018-05-10,30174,32262.0,2088.0,6.92,329.666,231.91400000000002,0,0,3.0
2018-05-11,30735,32825.0,2090.0,6.8,335.18800000000005,235.798,0,0,4.0
2018-05-12,27439,29347.0,1908.0,6.95,313.183,220.31799999999998,1,1,5.0
2018-05-13,27088,28978.0,1890.0,6.98,299.166,210.457,1,1,6.0
2018-05-14,32914,34906.0,1992.0,6.05,347.68699999999995,244.59,0,0,0.0
2018-05-15,33518,35241.0,1723.0,5.14,362.92,255.30599999999998,0,0,1.0
2018-05-16,34235,35790.0,1555.0,4.54,371.26300000000003,261.176,0,0,2.0
2018-05-17,34692,36456.0,1764.0,5.09,377.995,265.911,0,0,3.0
2018-05-18,35061,36837.0,1776.0,5.07,377.045,265.243,0,0,4.0
2018-05-19,30567,32699.0,2132.0,6.97,347.535,244.484,1,1,5.0
2018-05-20,29607,31435.0,1828.0,6.17,329.814,232.018,1,1,6.0
2018-05-21,34269,36100.0,1831.0,5.34,367.522,258.54400000000004,0,0,0.0
2018-05-22,34776,36648.0,1872.0,5.38,376.94699999999995,265.175,0,0,1.0
2018-05-23,34892,36398.0,1506.0,4.32,373.15,262.504,0,0,2.0
2018-05-24,34099,36459.0,2360.0,6.92,368.514,259.242,0,0,3.0
2018-05-25,35023,36982.0,1959.0,5.6,374.971,263.784,0,0,4.0
2018-05-26,30416,32536.0,2120.0,6.97,347.01599999999996,244.118,1,1,5.0
2018-05-27,30287,32107.0,1820.0,6.01,333.156,234.368,1,1,6.0
2018-05-28,36007,37298.0,1291.0,3.59,381.74699999999996,268.552,0,0,0.0
2018-05-29,36329,37378.0,1049.0,2.89,391.73800000000006,275.58,0,0,1.0
2018-05-30,36771,38003.0,1232.0,3.35,393.897,277.098,0,0,2.0
2018-05-31,36713,38144.0,1431.0,3.9,394.704,277.66700000000003,0,0,3.0
2018-06-01,33549,35895.0,2346.0,6.99,362.036,283.3,0,0,4.0
2018-06-02,29031,30991.0,1960.0,6.75,323.435,253.09400000000002,1,1,5.0
2018-06-03,28480,30428.0,1948.0,6.84,311.431,243.7,1,1,6.0
2018-06-04,34478,36878.0,2400.0,6.96,359.97,281.682,0,0,0.0
2018-06-05,35302,37569.0,2267.0,6.42,373.32,292.13,0,0,1.0
2018-06-06,35802,37988.0,2186.0,6.11,377.702,295.558,0,0,2.0
2018-06-07,35702,38050.0,2348.0,6.58,380.397,297.668,0,0,3.0
2018-06-08,36102,38280.0,2178.0,6.03,380.466,297.721,0,0,4.0
2018-06-09,31775,33692.0,1917.0,6.03,351.602,275.135,1,1,5.0
2018-06-10,29798,31637.0,1839.0,6.17,329.05400000000003,257.491,1,1,6.0
2018-06-11,32557,35126.0,2569.0,7.89,353.874,276.913,0,1,0.0
2018-06-12,33517,35695.0,2178.0,6.5,357.79900000000004,279.98400000000004,0,0,1.0
2018-06-13,34034,36145.0,2111.0,6.2,361.361,282.77099999999996,0,0,2.0
2018-06-14,33737,35928.0,2191.0,6.49,361.36300000000006,282.772,0,0,3.0
2018-06-15,31614,33730.0,2116.0,6.69,344.5,269.578,0,0,4.0
2018-06-16,28619,30530.0,1911.0,6.67,316.803,247.903,1,1,5.0
2018-06-17,27261,29158.0,1897.0,6.96,301.447,235.887,1,1,6.0
2018-06-18,27948,29891.0,1943.0,6.95,304.70099999999996,238.433,1,0,0.0
2018-06-19,32063,34613.0,2550.0,7.95,341.18300000000005,266.981,0,0,1.0
2018-06-20,32244,34490.0,2246.0,6.97,348.936,273.048,0,0,2.0
2018-06-21,33176,35351.0,2175.0,6.56,356.06300000000005,278.625,0,0,3.0
2018-06-22,33748,36070.0,2322.0,6.88,358.879,280.829,0,0,4.0
2018-06-23,30175,32242.0,2067.0,6.85,333.16900000000004,260.71,1,1,5.0
2018-06-24,29174,31104.0,1930.0,6.62,317.328,248.31400000000002,1,1,6.0
2018-06-25,35108,37390.0,2282.0,6.5,365.61400000000003,286.1,0,0,0.0
2018-06-26,35259,37704.0,2445.0,6.93,374.644,293.165,0,0,1.0
2018-06-27,35122,37537.0,2415.0,6.88,373.38599999999997,292.181,0,0,2.0
2018-06-28,35448,37792.0,2344.0,6.61,375.44300000000004,293.791,0,0,3.0
2018-06-29,34966,37395.0,2429.0,6.95,372.61199999999997,291.575,0,0,4.0
2018-06-30,30484,32528.0,2044.0,6.71,340.31699999999995,266.303,1,1,5.0
2018-07-01,29016,31002.0,1986.0,6.85,313.525,270.26,1,1,6.0
2018-07-02,33151,35536.0,2385.0,7.19,346.42400000000004,298.618,0,0,0.0
2018-07-03,34138,36355.0,2217.0,6.49,356.86199999999997,307.617,0,0,1.0
2018-07-04,33744,36038.0,2294.0,6.8,357.222,307.926,0,0,2.0
2018-07-05,33157,35454.0,2297.0,6.93,354.923,305.945,0,0,3.0
2018-07-06,34306,36567.0,2261.0,6.59,357.425,308.10200000000003,0,0,4.0
2018-07-07,30399,32483.0,2084.0,6.86,329.519,284.046,1,1,5.0
2018-07-08,28916,30851.0,1935.0,6.69,308.76099999999997,266.152,1,1,6.0
2018-07-09,34951,37243.0,2292.0,6.56,355.959,306.83799999999997,0,0,0.0
2018-07-10,34753,37012.0,2259.0,6.5,354.522,305.599,0,0,1.0
2018-07-11,31203,33349.0,2146.0,6.88,335.903,289.54900000000004,0,0,2.0
2018-07-12,34408,36617.0,2209.0,6.42,360.405,310.671,0,0,3.0
2018-07-13,34990,37207.0,2217.0,6.34,364.861,314.51099999999997,0,0,4.0
2018-07-14,31279,33571.0,2292.0,7.33,337.599,291.01099999999997,1,1,5.0
2018-07-15,29296,32283.0,2987.0,10.19,316.764,273.052,1,1,6.0
2018-07-16,35178,37947.0,2769.0,7.87,361.094,311.264,0,0,0.0
2018-07-17,36200,38713.0,2513.0,6.94,376.93699999999995,324.921,0,0,1.0
2018-07-18,36460,38820.0,2360.0,6.47,378.892,326.606,0,0,2.0
2018-07-19,36705,39052.0,2347.0,6.39,380.275,327.798,0,0,3.0
2018-07-20,35740,38082.0,2342.0,6.55,372.819,321.372,0,0,4.0
2018-07-21,31327,34258.0,2931.0,9.36,339.94,293.029,1,1,5.0
2018-07-22,29333,32005.0,2672.0,9.11,318.585,274.621,1,1,6.0
2018-07-23,34239,37187.0,2948.0,8.61,357.398,308.078,0,0,0.0
2018-07-24,35976,38268.0,2292.0,6.37,370.231,319.14,0,0,1.0
2018-07-25,35901,38300.0,2399.0,6.68,370.374,319.264,0,0,2.0
2018-07-26,35806,38102.0,2296.0,6.41,374.861,323.132,0,0,3.0
2018-07-27,35675,38118.0,2443.0,6.85,372.019,320.682,0,0,4.0
2018-07-28,31376,33880.0,2504.0,7.98,342.027,294.828,1,1,5.0
2018-07-29,30623,32696.0,2073.0,6.77,325.85400000000004,280.888,1,1,6.0
2018-07-30,36318,38704.0,2386.0,6.57,372.879,321.423,0,0,0.0
2018-07-31,36906,39262.0,2356.0,6.38,384.918,331.8,0,0,1.0
2018-08-01,37351,39656.0,2305.0,6.17,392.87,342.769,0,0,2.0
2018-08-02,36122,38579.0,2457.0,6.8,387.28,337.892,0,0,3.0
2018-08-03,36116,38545.0,2429.0,6.73,378.829,330.519,0,0,4.0
2018-08-04,31905,34993.0,3088.0,9.68,345.256,301.22700000000003,1,1,5.0
2018-08-05,29660,33216.0,3556.0,11.99,325.95,284.384,1,1,6.0
2018-08-06,36089,38502.0,2413.0,6.69,370.23800000000006,323.024,0,0,0.0
2018-08-07,36132,38606.0,2474.0,6.85,380.412,331.901,0,0,1.0
2018-08-08,36191,38683.0,2492.0,6.89,381.473,332.82599999999996,0,0,2.0
2018-08-09,35872,38344.0,2472.0,6.89,380.033,331.569,0,0,3.0
2018-08-10,36020,38376.0,2356.0,6.54,379.108,330.76199999999994,0,0,4.0
2018-08-11,31721,35048.0,3327.0,10.49,348.954,304.454,1,1,5.0
2018-08-12,30095,32669.0,2574.0,8.55,328.49699999999996,286.605,1,1,6.0
2018-08-13,34739,37137.0,2398.0,6.9,366.276,319.568,0,0,0.0
2018-08-14,34827,37179.0,2352.0,6.75,367.15,320.33,0,0,1.0
2018-08-15,33954,36428.0,2474.0,7.29,362.538,316.306,0,0,2.0
2018-08-16,34368,36643.0,2275.0,6.62,365.157,318.59,0,0,3.0
2018-08-17,35182,37448.0,2266.0,6.44,368.792,321.762,0,0,4.0
2018-08-18,30087,33763.0,3676.0,12.22,337.459,294.425,1,1,5.0
2018-08-19,28654,31689.0,3035.0,10.59,314.262,274.186,1,1,6.0
2018-08-20,34375,36747.0,2372.0,6.9,355.19599999999997,309.901,0,0,0.0
2018-08-21,34675,36897.0,2222.0,6.41,366.844,320.063,0,0,1.0
2018-08-22,34783,37148.0,2365.0,6.8,368.88300000000004,321.842,0,0,2.0
2018-08-23,34745,36905.0,2160.0,6.22,363.41,317.067,0,0,3.0
2018-08-24,30158,34004.0,3846.0,12.75,331.715,289.414,0,0,4.0
2018-08-25,29174,32454.0,3280.0,11.24,318.785,278.132,1,1,5.0
2018-08-26,28097,31095.0,2998.0,10.67,303.468,264.768,1,1,6.0
2018-08-27,32329,36171.0,3842.0,11.88,339.164,295.91200000000003,0,1,0.0
2018-08-28,31922,35990.0,4068.0,12.74,340.574,297.143,0,0,1.0
2018-08-29,32109,35636.0,3527.0,10.98,341.267,297.747,0,0,2.0
2018-08-30,31886,36284.0,4398.0,13.79,339.52099999999996,296.224,0,0,3.0
2018-08-31,32264,36340.0,4076.0,12.63,340.098,296.72700000000003,0,0,4.0
2018-09-01,28928,33138.0,4210.0,14.55,323.76599999999996,306.718,1,1,5.0
2018-09-02,28176,31238.0,3062.0,10.87,311.172,294.78700000000003,1,1,6.0
2018-09-03,33843,36670.0,2827.0,8.36,356.349,337.585,1,0,0.0
2018-09-04,35163,37448.0,2285.0,6.5,375.154,355.4,0,0,1.0
2018-09-05,35238,37512.0,2274.0,6.45,380.514,360.478,0,0,2.0
2018-09-06,34890,37273.0,2383.0,6.83,377.006,357.154,0,0,3.0
2018-09-07,34524,36905.0,2381.0,6.9,372.13599999999997,352.541,0,0,4.0
2018-09-08,29661,32633.0,2972.0,10.02,334.11199999999997,316.519,1,1,5.0
2018-09-09,26810,30523.0,3713.0,13.85,302.999,287.045,1,1,6.0
2018-09-10,31645,35212.0,3567.0,11.27,335.9,318.212,0,0,0.0
2018-09-11,33276,36386.0,3110.0,9.35,356.845,338.05400000000003,0,0,1.0
2018-09-12,34117,36431.0,2314.0,6.78,366.046,346.77099999999996,0,0,2.0
2018-09-13,34521,36902.0,2381.0,6.9,370.06199999999995,350.57599999999996,0,0,3.0
2018-09-14,34631,36939.0,2308.0,6.66,371.851,352.27099999999996,0,0,4.0
2018-09-15,29281,32429.0,3148.0,10.75,335.87699999999995,318.191,1,1,5.0
2018-09-16,28947,31957.0,3010.0,10.4,318.079,301.33099999999996,1,1,6.0
2018-09-17,35098,37448.0,2350.0,6.7,368.839,349.418,0,1,0.0
2018-09-18,35327,37731.0,2404.0,6.8,381.095,361.028,0,0,1.0
2018-09-19,34991,37394.0,2403.0,6.87,379.265,359.295,0,0,2.0
2018-09-20,35019,37276.0,2257.0,6.44,378.60900000000004,358.67199999999997,0,0,3.0
