Date,PeakingPower(MW),NetPeakingPower(MW),ReserveMargin(MW),Percent Reserve Margin(%),IndustryElec(kW),Elec(kW),isHoliday,isHoliday(Next7)
2017/3/11,25149,26940,1791,7.12,307.066,205.565,1,1
2017/3/12,24368,26224,1856,7.62,289.286,193.661,1,1
2017/3/13,27892,29929,2037,7.3,326.713,218.717,0,0
2017/3/14,27769,29854,2085,7.51,329.612,220.658,0,0
2017/3/15,27774,29645,1871,6.73,329.804,220.786,0,0
2017/3/16,28098,29971,1873,6.67,332.764,222.768,0,0
2017/3/17,27896,29612,1716,6.15,332.276,222.441,0,0
2017/3/18,25239,27428,2189,8.68,308.612,206.6,1,1
2017/3/19,24394,26543,2149,8.81,289.912,194.08,1,1
2017/3/20,28453,30339,1886,6.63,328.554,219.949,0,0
2017/3/21,28197,30707,2510,8.9,336.78,225.457,0,0
2017/3/22,28095,30379,2284,8.13,334.616,224.008,0,0
2017/3/23,28035,30369,2334,8.32,334.601,223.998,0,0
2017/3/24,27872,30280,2408,8.64,334.257,223.768,0,0
2017/3/25,24624,26886,2262,9.18,304.199,203.645,1,1
2017/3/26,23892,25817,1925,8.06,282.75,189.286,1,1
2017/3/27,27222,29653,2431,8.93,316.217,211.69,0,1
2017/3/28,27766,29900,2134,7.69,328.486,219.904,0,1
2017/3/29,28022,30095,2073,7.4,332.055,222.293,0,0
2017/3/30,27974,30320,2346,8.39,333.617,223.339,0,0
2017/3/31,28040,30458,2418,8.62,332.343,222.486,0,0
2017/4/1,24245,26766,2521,10.4,293.726,203.895,1,1
2017/4/2,22905,25227,2322,10.14,272.587,189.22,1,1
2017/4/3,22797,24997,2200,9.65,271.462,188.44,1,0
2017/4/4,23637,25389,1752,7.41,274.183,190.328,1,0
2017/4/5,27722,29559,1837,6.63,318.184,220.873,0,0
2017/4/6,28161,30310,2149,7.63,332.957,231.127,0,0
2017/4/7,28739,30425,1686,5.87,339.621,235.754,0,0
2017/4/8,26288,28526,2238,8.51,318.992,221.434,1,1
2017/4/9,25592,27252,1660,6.49,302.878,210.247,1,1
2017/4/10,30236,31313,1077,3.56,347.81,241.437,0,0
2017/4/11,29416,31504,2088,7.1,349.896,242.885,0,0
2017/4/12,28004,30668,2664,9.51,334.727,232.356,0,0
2017/4/13,28171,30214,2043,7.25,331.139,229.866,0,0
2017/4/14,28259,30381,2122,7.51,334.176,231.973,0,0
2017/4/15,26171,28108,1937,7.4,315.019,218.676,1,1
2017/4/16,25504,27411,1907,7.48,302.969,210.311,1,1
2017/4/17,30290,31815,1525,5.03,349.128,242.353,0,0
2017/4/18,30723,32269,1546,5.03,361.796,251.147,0,0
2017/4/19,31072,32052,980,3.16,365.389,253.641,0,0
2017/4/20,30725,32325,1600,5.21,363.071,252.032,0,0
2017/4/21,30988,32395,1407,4.54,361.735,251.104,0,0
2017/4/22,24699,27440,2741,11.1,308.309,214.018,1,1
2017/4/23,24088,26236,2148,8.92,285.44,198.142,1,1
2017/4/24,28349,30489,2140,7.55,327.021,227.007,0,1
2017/4/25,29158,31221,2063,7.07,344.756,239.318,0,0
2017/4/26,30418,32091,1673,5.5,355.286,246.627,0,0
2017/4/27,28348,30979,2631,9.28,338.571,235.024,0,0
2017/4/28,27165,29816,2651,9.76,326.675,226.766,0,0
2017/4/29,24747,27142,2395,9.68,300.818,208.817,1,1
2017/4/30,24004,25999,1995,8.31,285.355,198.084,1,1
2017/5/1,25611,28784,3173,12.39,282.424,204.87,1,0
2017/5/2,29684,32201,2517,8.48,324.007,235.035,0,0
2017/5/3,30931,33218,2287,7.39,340.699,247.143,0,0
2017/5/4,31407,33315,1908,6.08,347.71,252.229,0,0
2017/5/5,31854,33612,1758,5.52,352.091,255.406,0,0
2017/5/6,27573,30210,2637,9.56,321.32,233.085,1,1
2017/5/7,25867,28367,2500,9.67,296.445,215.04,1,1
2017/5/8,31507,33237,1730,5.49,342.186,248.221,0,0
2017/5/9,31569,33418,1849,5.86,352.04,255.369,0,0
2017/5/10,32633,34005,1372,4.21,357.768,259.524,0,0
2017/5/11,33011,34995,1984,6.01,362.88,263.232,0,0
2017/5/12,32806,34143,1337,4.08,362.449,262.92,0,0
2017/5/13,27824,30573,2749,9.88,327.963,237.904,1,1
2017/5/14,26614,28630,2016,7.58,305.024,221.264,1,1
2017/5/15,32336,33794,1458,4.51,348.13,252.533,0,0
2017/5/16,30124,32322,2198,7.3,336.77,244.292,0,0
2017/5/17,30141,33049,2908,9.65,333.3,241.776,0,0
2017/5/18,31320,33916,2596,8.29,344.17,249.661,0,0
2017/5/19,31080,33452,2372,7.63,341.697,247.867,0,0
2017/5/20,26826,29433,2607,9.72,310.523,225.253,1,1
2017/5/21,26159,28748,2589,9.9,296.581,215.139,1,1
2017/5/22,32130,34514,2384,7.42,344.213,249.692,0,1
2017/5/23,32720,34441,1721,5.26,359.92,261.085,0,1
2017/5/24,33035,34663,1628,4.93,361.979,262.579,0,0
2017/5/25,31042,33883,2841,9.15,346.019,251.001,0,0
2017/5/26,30290,33036,2746,9.06,336.698,244.24,0,0
2017/5/27,26347,29736,3389,12.86,308.837,224.03,1,0
2017/5/28,25268,28293,3025,11.97,289.916,210.304,1,1
2017/5/29,26189,29341,3152,12.04,298.295,216.382,1,0
2017/5/30,26643,29301,2658,9.98,301.063,218.391,1,0
2017/5/31,32677,35101,2424,7.42,347.68,252.207,0,0
2017/6/1,31934,34820,2886,9.04,342.911,261.243,0,0
2017/6/2,31745,33745,2000,6.3,340.613,259.492,0,0
2017/6/3,30408,32889,2481,8.16,324.862,247.493,0,1
2017/6/4,26587,29056,2469,9.29,289.044,220.205,1,1
2017/6/5,31834,34266,2432,7.64,331.911,252.863,0,0
2017/6/6,33099,34499,1400,4.23,351.586,267.852,0,0
2017/6/7,34135,35388,1253,3.67,362.462,276.138,0,0
2017/6/8,34011,35634,1623,4.77,363.023,276.565,0,0
2017/6/9,33972,35549,1577,4.64,362.558,276.211,0,0
2017/6/10,30970,33349,2379,7.68,339.351,258.532,1,1
2017/6/11,29156,32387,3231,11.08,321.73,245.106,1,1
2017/6/12,34589,35807,1218,3.52,357.655,272.476,0,0
2017/6/13,34501,36072,1571,4.55,362.393,276.085,0,0
2017/6/14,31925,34883,2958,9.27,346.782,264.192,0,0
2017/6/15,30196,33810,3614,11.97,328.619,250.356,0,0
2017/6/16,30978,33890,2912,9.4,329.851,251.293,0,0
2017/6/17,27264,30273,3009,11.04,303.739,231.4,1,1
2017/6/18,26316,29812,3496,13.28,284.626,216.84,1,1
2017/6/19,30908,34232,3324,10.76,324.46,247.186,0,0
2017/6/20,31901,35769,3868,12.12,340.014,259.036,0,0
2017/6/21,33511,36246,2735,8.16,352.91,268.861,0,0
2017/6/22,34515,36636,2121,6.14,363.05,276.586,0,0
2017/6/23,34567,36330,1763,5.1,365.688,278.596,0,0
2017/6/24,30919,34392,3473,11.23,338.481,257.868,1,1
2017/6/25,29653,32030,2377,8.02,321.827,245.181,1,1
2017/6/26,35139,37318,2179,6.2,364.832,277.943,0,0
2017/6/27,35123,37083,1960,5.58,373.349,284.432,0,0
2017/6/28,35300,37133,1833,5.19,372.966,284.14,0,0
2017/6/29,35234,37035,1801,5.11,369.354,281.389,0,0
2017/6/30,34894,36942,2048,5.87,361.789,275.626,0,0
2017/7/1,30856,34444,3588,11.63,321.836,270.554,1,1
2017/7/2,28576,32104,3528,12.34,304.344,255.849,1,1
2017/7/3,35002,36847,1845,5.27,344.231,289.381,0,0
2017/7/4,34889,36695,1806,5.18,350.531,294.678,0,0
2017/7/5,34916,36913,1997,5.72,351.088,295.145,0,0
2017/7/6,35280,37131,1851,5.25,356.921,300.049,0,0
2017/7/7,34736,36639,1903,5.48,346.993,291.703,0,0
2017/7/8,30418,33690,3272,10.76,318.201,267.499,1,1
2017/7/9,29124,32093,2969,10.19,304.52,255.997,1,1
2017/7/10,35022,36658,1636,4.67,350.604,294.738,0,0
2017/7/11,35482,37210,1728,4.87,359.055,301.843,0,0
2017/7/12,35444,36734,1290,3.64,360.801,303.311,0,0
2017/7/13,35749,37383,1634,4.57,362.923,305.095,0,0
2017/7/14,35548,37514,1966,5.53,361.52,303.916,0,0
2017/7/15,31152,34690,3538,11.36,332.587,279.593,1,1
2017/7/16,29259,32187,2928,10.01,313.048,263.166,1,1
2017/7/17,34337,36587,2250,6.55,349.659,293.945,0,0
2017/7/18,36107,37302,1195,3.31,365.553,307.306,0,0
2017/7/19,36046,37709,1663,4.61,364.931,306.782,0,0
2017/7/20,35973,37470,1497,4.16,366.825,308.375,0,0
2017/7/21,36146,37555,1409,3.9,367.363,308.828,0,0
2017/7/22,31441,35011,3570,11.35,338.096,284.223,1,1
2017/7/23,30894,32374,1480,4.79,323.781,272.189,1,1
2017/7/24,36148,37065,917,2.54,364.487,306.409,0,0
2017/7/25,36213,37637,1424,3.93,367.989,309.354,0,0
2017/7/26,36199,37785,1586,4.38,365.698,307.428,0,0
2017/7/27,35626,37471,1845,5.18,363.576,305.644,0,0
2017/7/28,35658,37171,1513,4.24,366.728,308.294,0,0
2017/7/29,30003,33693,3690,12.3,321.456,270.235,1,1
2017/7/30,27986,31542,3556,12.71,288.817,242.797,1,1
2017/7/31,30600,34812,4212,13.76,318.507,267.756,0,0
2017/8/1,33080,35343,2263,6.84,335.206,291.821,0,0
2017/8/2,33476,36096,2620,7.83,340.23,296.195,0,0
2017/8/3,34556,36478,1922,5.56,349.136,303.948,0,0
2017/8/4,34717,36155,1438,4.14,351.431,305.946,0,0
2017/8/5,31575,33615,2040,6.46,330.022,287.308,1,1
2017/8/6,30675,32629,1954,6.37,317.947,276.796,1,1
2017/8/7,36165,37011,846,2.34,362.283,315.392,0,0
2017/8/8,36266,36890,624,1.72,369.536,321.708,0,0
2017/8/9,36123,37104,981,2.72,369.142,321.364,0,0
2017/8/10,35788,36957,1169,3.27,368.745,321.019,0,0
2017/8/11,36417,37060,643,1.77,368.828,321.09,0,0
2017/8/12,32480,34707,2227,6.86,342.896,298.516,1,1
2017/8/13,30951,33624,2673,8.64,324.604,282.591,1,1
2017/8/14,36052,37877,1825,5.06,360.697,314.012,0,0
2017/8/15,36453,37610,1157,3.17,360.867,314.161,0,0
2017/8/16,36390,38012,1622,4.46,366.793,319.32,0,0
2017/8/17,36391,37970,1579,4.34,367.63,320.048,0,0
2017/8/18,36295,37815,1520,4.19,368.178,320.525,0,0
2017/8/19,32211,34692,2481,7.7,338.513,294.7,1,1
2017/8/20,30715,33363,2648,8.62,321.716,280.077,1,1
2017/8/21,36119,37989,1870,5.18,361.014,314.289,0,0
2017/8/22,35285,37520,2235,6.33,359.463,312.937,0,0
2017/8/23,34588,37083,2495,7.21,355.082,309.123,0,0
2017/8/24,35493,36959,1466,4.13,355.287,309.303,0,0
2017/8/25,35129,37086,1957,5.57,353.967,308.153,0,0
2017/8/26,31487,33661,2174,6.9,330.987,288.147,1,1
2017/8/27,29227,31942,2715,9.29,311.68,271.339,1,1
2017/8/28,35541,37421,1880,5.29,347.855,302.833,0,0
2017/8/29,36070,37478,1408,3.9,361.471,314.686,0,0
2017/8/30,35447,37429,1982,5.59,360.162,313.546,0,0
2017/8/31,34739,37211,2472,7.11,356.037,309.956,0,0
2017/9/1,33050,36747,3697,11.19,351.932,334.196,0,0
2017/9/2,29350,32854,3504,11.94,319.431,303.332,1,1
2017/9/3,28063,30641,2578,9.19,299.6,284.501,1,1
2017/9/4,33987,35998,2011,5.92,345.405,327.997,0,0
2017/9/5,34360,36130,1770,5.15,359.311,341.202,0,0
2017/9/6,35786,36977,1191,3.33,369.562,350.937,0,0
2017/9/7,35014,37214,2200,6.28,368.528,349.956,0,0
2017/9/8,35020,37284,2264,6.46,364.928,346.536,0,0
2017/9/9,30543,32676,2133,6.98,334.578,317.716,1,1
2017/9/10,29552,31330,1778,6.02,317.158,301.175,1,1
2017/9/11,34904,37204,2300,6.59,355.593,337.672,0,0
2017/9/12,35533,37318,1785,5.02,369.164,350.56,0,0
2017/9/13,33922,37055,3133,9.24,358.802,340.719,0,0
2017/9/14,32944,36245,3301,10.02,348.026,330.487,0,0
2017/9/15,33981,35703,1722,5.07,352.989,335.199,0,0
2017/9/16,30645,32594,1949,6.36,329.911,313.284,1,1
2017/9/17,28336,30844,2508,8.85,306.887,291.421,1,1
2017/9/18,33398,36385,2987,8.94,339.963,322.83,0,0
2017/9/19,34280,36161,1881,5.49,354.89,337.004,0,0
2017/9/20,34866,36778,1912,5.48,359.847,341.712,0,0
2017/9/21,35001,36515,1514,4.33,365.693,347.264,0,0
2017/9/22,35374,36658,1284,3.63,369.006,350.409,0,0
2017/9/23,32106,33455,1349,4.2,346.591,329.123,1,0
2017/9/24,30716,32246,1530,4.98,329.802,313.181,1,1
2017/9/25,35817,37067,1250,3.49,368.19,349.634,0,0
2017/9/26,36263,37684,1421,3.92,377.893,358.848,0,0
2017/9/27,36419,37733,1314,3.61,379.148,360.041,0,1
2017/9/28,36049,37176,1127,3.13,377.612,358.581,0,0
2017/9/29,35355,37259,1904,5.39,368.09,349.54,0,0
2017/9/30,34625,36189,1564,4.52,354.078,336.234,0,1
2017/10/1,30280,32037,1757,5.8,350.098,321.367,1,1
2017/10/2,35737,37238,1501,4.2,393.891,361.566,0,1
2017/10/3,35900,37600,1700,4.73,397.797,365.152,0,1
2017/10/4,29072,31971,2899,9.97,342.778,314.648,1,0
2017/10/5,34702,36727,2025,5.84,375.332,344.531,0,0
2017/10/6,34982,36349,1367,3.91,385.428,353.798,0,0
2017/10/7,29560,32023,2463,8.33,348.461,319.864,1,1
2017/10/8,28115,30823,2708,9.63,328.554,301.592,1,1
2017/10/9,28876,30439,1563,5.41,335.906,308.34,1,0
2017/10/10,30226,31527,1301,4.3,347.136,318.649,1,0
2017/10/11,35287,36482,1195,3.39,386.68,354.948,0,0
2017/10/12,34009,36379,2370,6.97,381.023,349.754,0,0
2017/10/13,32265,34356,2091,6.48,364.231,334.341,0,0
2017/10/14,28783,30689,1906,6.62,334.531,307.078,1,1
2017/10/15,27360,29880,2520,9.21,312.378,286.742,1,1
2017/10/16,33062,34804,1742,5.27,360.552,330.963,0,0
2017/10/17,32730,34542,1812,5.54,364.246,334.354,0,0
2017/10/18,32246,34763,2517,7.8,359.051,329.586,0,0
2017/10/19,31277,33609,2332,7.46,353.246,324.257,0,0
2017/10/20,30889,32992,2103,6.81,344.404,316.14,0,0
2017/10/21,25858,29251,3393,13.12,303.734,278.808,1,1
2017/10/22,24237,27193,2956,12.2,277.572,254.793,1,1
2017/10/23,28665,31411,2746,9.58,314.139,288.36,0,0
2017/10/24,29159,32125,2966,10.17,325.935,299.188,0,0
2017/10/25,29244,32300,3056,10.45,327.614,300.729,0,0
